Proclass,Supplier,Directorate,Cost Centre,Account Code,Transaction Date,Amount
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,South Social Worker Caseholding Team,Agency Staff,01/01/2021,1174.75
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1174.92
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1175.6
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,All Age Disability Team 15-26+,Agency Staff,01/01/2021,1181.95
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1182.05
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1182.05
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Financial Management Team,Agency Staff,01/01/2021,1182.73
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,MH Community Mental Health Team,Agency Staff,01/01/2021,1204.71
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1221.74
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1221.74
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1221.74
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1226.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1228.77
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1228.77
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1228.77
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Operational Property - COVID 19 specific expenditure,Agency Staff,01/01/2021,1230.57
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1240.17
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1242.76
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1252.62
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1254.79
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1254.79
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1254.79
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Internal Fostering Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Internal Fostering Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Internal Fostering Team,Agency Staff,01/01/2021,1258
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1259.11
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1259.11
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1259.11
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Section17 Payments South,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Section17 Payments South,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Section17 Payments South,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,South Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Social Worker Academy,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Social Worker Academy,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Social Worker Academy,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Social Worker Academy,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Social Worker Academy,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Multi Agency Safeguarding Hub (MASH),Agency Staff,01/01/2021,1263.18
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,South Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,South Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,South Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Multi Agency Safeguarding Hub (MASH),Agency Staff,01/01/2021,1263.55
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1264.2
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1264.5
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Multi Agency Safeguarding Hub (MASH),Agency Staff,01/01/2021,1264.5
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1265.77
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1265.77
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1265.77
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Safeguarding Children Service,Agency Staff,01/01/2021,1272.64
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1280.26
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1280.26
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1280.26
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1280.26
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1280.26
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Permanency,Agency Staff,01/01/2021,1280.26
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1280.64
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Hospital Social Care Service,Agency Staff,01/01/2021,1293.38
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Hospital Social Care Service,Agency Staff,01/01/2021,1293.38
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Hospital Social Care Service,Agency Staff,01/01/2021,1293.38
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,LAC Throughcare Team,Agency Staff,01/01/2021,1297.32
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,CSE - Team,Agency Staff,01/01/2021,1298.1
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1298.4
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Safeguarding Children Service,Agency Staff,01/01/2021,1306.96
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1310.54
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Air Quality Early Measures,Agency Staff,01/01/2021,1315.41
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,South Social Worker Caseholding Team,Agency Staff,01/01/2021,1324
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1347.17
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,West Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Social Worker Academy,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Children´s Disability,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Children´s Disability,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Central Social Worker Caseholding Team,Agency Staff,01/01/2021,1352.35
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Safeguarding Children Service,Agency Staff,01/01/2021,1370.21
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Safeguarding Children Service,Agency Staff,01/01/2021,1370.21
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Children´s Disability,Agency Staff,01/01/2021,1380.7
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1386.52
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1392.09
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1393.29
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1393.29
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,East Social Worker Caseholding Team,Agency Staff,01/01/2021,1393.29
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Development Management,Agency Staff,01/01/2021,1402.51
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Development Management,Agency Staff,01/01/2021,1402.51
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Development Management,Agency Staff,01/01/2021,1402.51
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,People,Multi Agency Safeguarding Hub (MASH),Agency Staff,01/01/2021,1433.1
Temporary & Agency Staff,Reed Specialist Recruitment Ltd,Place,Legal Services,Agency Staff,01/01/2021,1478.4
