Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2,Description 3
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,616.68,31/12/2020,92409712,TPP - Extra care Housing,MI South D - Support with Memory & Cognition 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,359.73,31/12/2020,92409712,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,976.41,31/12/2020,92409712,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,359.73,31/12/2020,92409712,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1473.18,31/12/2020,92409713,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,445.38,31/12/2020,92409713,TPP - Extra care Housing,MI North C - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,565.29,31/12/2020,92409713,TPP - Extra care Housing,MI South E - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,376.86,31/12/2020,92409713,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,16129.55,29/12/2020,92409422,TPP - Extra care Housing,COVID-19 - Emergency Response (Adult Social Care), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ardent Management Limited,912.5,23/12/2020,30843636,Acquisition of Buildings,Capital - Temple Square,Utilities infrastructure works
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Bristol Montessori Services Ltd,7655.76,09/12/2020,92396450,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Allpay.Net Limited,905.75,10/12/2020,30847074,Services - Fees and Charges,Back Office Processing (Local Tax), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ADC Ltd,486,15/12/2020,92388012,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ADC Ltd,420,22/12/2020,92395586,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ADC Ltd,760,02/12/2020,92377441,R&M - Departmental response (external),Response Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,4545,22/12/2020,92405338,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,4085,07/12/2020,92387965,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,714,23/12/2020,92405575,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,10205,23/12/2020,92405577,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,5185,23/12/2020,92405576,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,2592,23/12/2020,92405563,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,5595,23/12/2020,92405570,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,5747.31,29/12/2020,92409423,TPP - Extra care Housing,COVID-19 - Emergency Response (Adult Social Care), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,68.52,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Social Support: Support for Isolation/Other, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,137.04,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Social Support: Support for Isolation/Other, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,959.28,04/12/2020,92394251,TPP - Extra care Housing,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,856.5,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,942.15,04/12/2020,92394251,TPP - Extra care Housing,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,102.78,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,976.41,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,856.5,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,171.3,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,633.81,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,513.9,04/12/2020,92394251,TPP - Extra care Housing,MI North A - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,805.11,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,787.98,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1181.97,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,313.85,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1164.84,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,376.86,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,616.68,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,205.56,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,35.49,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,616.68,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,753.72,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,496.77,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,428.25,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,787.98,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,736.59,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,976.41,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,856.5,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Support with Memory & Cognition 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1987.08,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,925.02,04/12/2020,92394251,TPP - Extra care Housing,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1593.09,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,205.56,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1301.88,04/12/2020,92394251,TPP - Extra care Housing,MI North B - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,548.16,04/12/2020,92394251,TPP - Extra care Housing,MI North B - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,531.03,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,359.73,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,342.6,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Social Support: Support for Isolation/Other, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,68.52,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Sensory Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,445.38,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,633.81,04/12/2020,92394251,TPP - Extra care Housing,MI South E - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,68.52,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,308.34,04/12/2020,92394251,TPP - Extra care Housing,MI North C - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1096.32,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,239.82,04/12/2020,92394251,TPP - Extra care Housing,MI South D - Social Support: Support for Isolation/Other, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,403.78,31/12/2020,92409714,TPP - Extra care Housing,MI North A - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,84.43,31/12/2020,92409714,TPP - Extra care Housing,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Housing 21,1096.32,31/12/2020,92409714,TPP - Extra care Housing,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,5695,01/12/2020,92389768,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,1719,22/12/2020,92404028,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1St Choice Stairlifts,6225,29/12/2020,92404082,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Ashton Scaffolding Services Ltd,783,14/12/2020,30841291,TPP - Other,Footways, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Atkins Limited (Faithful Gould),36000,22/12/2020,92404029,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Atkins Limited (Faithful Gould),25000,22/12/2020,92404031,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Atkins Limited (Faithful Gould),20000,22/12/2020,92395938,"Conversion, Renovation & Improvement",Capital - Disabled Adaptations,Adaptations  Major
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1625 Independent People,8893.74,29/12/2020,30847491,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1625 Independent People,1074.64,15/12/2020,92401366,TPP - Housing Allowance,Inhouse Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1625 Independent People,5494.8,29/12/2020,30851124,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1625 Independent People,3276,16/12/2020,92403785,TPP - Payments to voluntary groups,Housing Options Commissioning, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1625 Independent People,2400,16/12/2020,92403787,TPP - Payments to voluntary groups,Housing Options Commissioning, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,1625 Independent People,31366.2,16/12/2020,92403784,TPP - Payments to voluntary groups,Housing Options Commissioning, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,About Security,1316,08/12/2020,30847433,Services - Fees and Charges,Bristol Family Cycling Centre, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amicus Foster Care,3717.34,09/12/2020,30843540,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amicus Foster Care,3755.27,09/12/2020,30843538,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Amicus Foster Care,4676.57,09/12/2020,30843544,TPP - Placement Foster Care Agency,Independent Fostering Agencies, 
